Code;Year;CI;HP;Equipment;Automobile
TYR;79;305;140;2B,MT;TR
TYR;89;350;210;MT,TBI;TR
TYS;75;350;160;4B,MT;TR
TYS;76;350;165;4B,MT;TR
TYS;77;350;165;4B,MT;TR
TYS;79;305;140;2B,AT;TR
TYT;75;350;160;4B,MT;TR
TYT;76;350;165;4B,MT;TR
TYT;77;350;165;4B,MT;TR
TYU;75;350;160;4B,AT;TR
TYU;76;350;165;4B,AT;TR
TYU;77;350;165;4B,AT;TR
TYW;75;350;160;4B,MT;TR
TYW;76;350;165;4B,MT;TR
TYW;77;350;165;4B,MT;TR
TYX;70;366;235;4B,MT;TR
TYX;75;350;160;4B,MT;TR
TYX;76;350;165;4B,MT;TR
TYX;77;350;165;4B,MT;TR
TYY;75;350;160;4B,AT;TR
TYY;76;350;165;4B,AT;TR
TYY;77;350;165;4B,AT;TR
TYZ;75;350;160;4B,AT;TR
TYZ;76;350;165;4B,AT;TR
TYZ;77;350;165;4B,AT;TR
TZ;78;305;145;2B,TH350;PN
TZA;75;350;160;4B,AT;TR
TZA;78;350;165;4B,MT;TR
TZB;75;350;160;4B,AT;TR
TZB;78;350;165;4B,AT;TR
TZB;85;454;240;4B,MT;TR
TZC;75;350;160;4B,MT;TR
TZC;78;350;165;4B,MT;TR
TZC;85;454;240;4B,MT;TR
TZD;75;350;160;4B,AT;TR
TZD;78;350;165;4B,MT;TR
TZD;85;454;240;4B,MT;TR
TZF;75;350;160;4B,MT;TR
TZF;78;350;165;4B,MT;TR
TZF;85;454;240;4B,MT;TR
TZG;85;454;240;4B,MT;TR
TZH;75;350;160;4B,MT;TR
TZH;78;350;165;4B,AT;TR
TZH;85;454;240;4B,MT;TR
TZJ;75;350;160;4B,MT;TR
TZJ;85;454;240;4B,MT;TR
TZK;75;350;160;4B,AT;TR
TZK;78;350;165;4B,MT;TR
TZK;85;454;240;4B;MR
TZK;85;454;240;4B,MT;TR
TZL;75;350;160;4B,MT;TR
TZL;78;350;165;4B,MT;TR
TZL;85;454;240;4B;MR
TZL;85;454;240;4B,MT;TR
TZM;75;350;160;4B,AT;TR
TZM;85;454;240;4B,MT;TR
TZR;78;350;165;4B,MT;TR
TZS;78;350;165;4B,AT;TR
TZT;78;350;165;4B,MT;TR
TZU;78;350;165;4B,MT;TR
TZW;78;350;165;4B,AT;TR
U;58;348;230;4B,MT;TR;10000;Series
U;59;348;230;4B,MT;TR
U;62;327;185;2B,MT;TR
U;63;327;185;2B,MT;TR
U;64;327;185;2B,MT;TR
U2C;89;454;230;MT,TBI;TR
U2D;89;454;230;MT,TBI;TR
U2J;89;454;230;MT,TBI;TR
U2K;89;454;230;MT,TBI;TR
U2L;89;454;230;MT,TBI;TR
U2W;89;454;230;MT,TBI;TR
U2Z;89;454;230;MT,TBI;TR
U4A;89;454;230;MT,TBI;TR
U4B;89;454;230;MT,TBI;TR
U4C;89;454;230;MT,TBI;TR
U4D;89;454;230;MT,TBI;TR
U4F;89;454;230;MT,TBI;TR
U4H;89;454;230;MT,TBI;TR
U4J;89;350;210;FWD,MT,TBI;TR
U4K;89;350;210;FWD,MT,TBI;TR
U4L;89;350;210;MT,TBI;TR
U4M;89;350;210;MT,TBI;TR
U4N;89;350;210;MT,TBI;TR
U4P;89;350;210;MT,TBI;TR
U4X;89;350;210;MT,TBI;TR
U4Y;89;350;210;MT,TBI;TR
U5A;86;350;160;4B,MT;TR
U5C;86;350;160;4B,MT;TR
U5F;86;350;160;4B,MT;TR
U5H;86;350;160;4B,MT;TR
U5J;86;350;160;4B,MT;TR
U5K;86;350;160;4B,MT;TR
U5L;86;350;160;4B,MT;TR
U5M;86;350;160;4B,MT;TR
U5N;90;350;210;MT,TBI;TR
U5P;90;350;210;FWD,MT,TBI;TR
U5R;90;350;210;FWD,MT,TBI;TR
U5S;90;350;210;MT,TBI;TR
U5T;90;350;210;MT,TBI;TR
U5U;90;350;210;MT,TBI;TR
U5W;90;350;210;MT,TBI;TR
U5X;90;350;210;MT,TBI;TR
U5Y;90;350;210;MT,TBI;TR
U7H;90;350;210;MT,TBI;TR
U7J;90;350;210;MT,TBI;TR
U7K;90;350;210;MT,TBI;TR
U7N;90;350;210;MT,TBI;TR
U8A;91;350;210;FWD,MT,TBI;TR
U8B;91;350;210;MT,TBI;TR
U8C;91;350;210;MT,TBI;TR
U8F;91;350;210;MT,TBI;TR
U8H;91;350;210;MT,TBI;TR
U8J;91;350;210;MT,TBI;TR
U8L;91;350;210;MT,TBI;TR
U8P;91;350;210;MT,TBI;TR
UA;58;348;230;4B,AT;TR;10000;Series
UA;59;348;230;4B,AT;TR
UA;69;307;200;2B,AIR,MT;TR
UAA;81;305;140;2B,MT;TR
UAB;81;305;140;2B,AT;TR
UAC;81;305;140;2B,MT;TR
UAD;81;305;140;2B,AT;TR
UAF;81;305;140;2B,MT;TR
UAH;81;305;140;2B,AT;TR
UAJ;81;305;160;4B,MT;TR
UAK;81;305;160;4B,AT;TR
UAT;81;305;160;4B,MT;TR
UAU;81;305;160;4B,MT;TR
UAW;81;305;160;4B,AT;TR
UAX;81;305;160;4B,MT;TR
UAY;81;305;160;4B,AT;TR
UAZ;81;305;150;4B,CE;TR
UB;69;307;200;2B,MT;TR
UBA;81;305;150;4B,AT,CE;TR
UBA;83;454;230;4B,MT;TR
UBB;81;305;160;4B,MT;TR
UBB;83;454;230;4B,MT;TR
UBC;81;305;160;4B,AT;TR
UBC;83;454;230;4B,MT;TR
UBD;81;305;160;4B,AT;TR
UBD;83;454;230;4B,MT;TR
UBF;83;454;230;4B;MR
UBF;83;454;230;4B,MT;TR
UBH;83;454;230;4B,MT;TR
UBL;86;305;145;4B,MT;TR
UC;69;307;200;2B,PG;TR
UCA;81;454;210;4B,AT;TR
UCA;83;305;160;4B,MT;TR
UCB;81;454;210;4B,MT;TR
UCB;83;305;160;4B,MT;TR
UCC;83;305;160;4B,MT;TR
UCD;81;454;210;4B;MR
UCD;81;454;210;4B,MT;TR
UCD;83;305;160;4B,MT;TR
UCF;83;305;160;4B,MT;TR
UCH;83;305;160;4B,MT;TR
UCJ;83;305;160;4B,MT;TR
UCK;83;305;160;4B,MT;TR
UCM;83;305;160;4B,MT;TR
UCN;83;305;160;4B,MT;TR
UCR;83;305;160;4B,MT;TR
UCT;81;454;210;4B,MT;TR
UCT;83;305;160;4B,MT;TR
UCU;81;454;210;4B,MT;TR
UCU;83;305;160;4B,MT;TR
UD;69;307;200;2B,AIR,PG;TR
UDA;83;305;160;4B,MT;TR
UDB;83;305;160;4B,MT;TR
UDC;83;305;160;4B,MT;TR
UDD;83;305;160;4B,AT;TR
UDF;83;305;160;4B,MT;TR
UDH;83;305;160;4B,MT;TR
UDJ;83;305;160;4B;TR
UDK;83;305;160;4B,MT;TR
UDM;83;305;160;4B,MT;TR
UDN;83;305;160;4B,MT;TR
UDR;83;305;160;4B,MT;TR
UDS;83;305;160;4B,MT;TR
UDT;83;305;160;4B,MT;TR
UDU;83;305;160;4B,MT;TR
UE;69;307;200;2B,AIR,TH;TR
UF;69;307;200;2B,TH;TR
UFA;80;350;170;4B,AT;TR
UFA;83;350;2B;TR
UFA;86;305;150;4B,MT;TR
UFB;80;350;165;4B,MT;TR
UFB;83;350;2B;TR
UFB;86;305;150;4B,MT;TR
UFC;80;350;165;4B,AT;TR
UFC;83;350;2B;TR
UFC;86;305;150;4B,MT;TR
UFD;80;350;165;4B,MT;TR
UFD;86;305;150;4B,MT;TR
UFF;80;350;165;4B,AT;TR
UFF;86;305;150;4B,MT;TR
UFH;80;350;165;4B,MT;TR
UFH;86;305;150;4B,MT;TR
UFJ;80;350;165;4B,AT;TR
UFJ;86;305;150;4B,MT;TR
UFK;80;350;165;4B,AT;TR
UFK;86;305;150;4B,MT;TR
UFL;86;305;150;4B,MT;TR
UFM;86;305;150;4B,MT;TR
UFN;86;305;150;4B,MT;TR
UFP;86;305;150;4B,MT;TR
UFR;80;350;165;4B,AT;TR
UFS;80;350;165;4B,AT;TR
UFT;80;350;165;2B,MT;TR
UFU;80;350;165;2B,AT;TR
UG;69;307;200;2B,MT;TR
UH;69;307;200;2B,MT;TR
UHA;81;350;170;4B,MT;TR
UHB;81;350;170;4B,AT;TR
UHC;81;350;175;4B,MT;TR
UHD;81;350;175;4B,AT;TR
UHF;81;350;175;4B,MT;TR
UHH;81;350;175;4B,MT;TR
UHJ;81;350;175;4B,AT;TR
UHK;81;350;170;4B,AT;TR
UHL;81;350;170;4B,AIR,CE,FWD,MT;TR
UHM;81;350;170;4B,AT;TR
UHR;81;350;175;4B,AIR,MT;TR
UHS;81;350;170;4B,AT;TR
UHT;81;350;170;4B,AT;TR
UHU;81;350;170;4B,AT;TR
UHW;81;350;165;4B,MT;TR
UHX;81;350;165;4B,AT;TR
UHY;81;350;165;4B,MT;TR
UHZ;81;350;165;4B,AT;TR
UI;69;307;200;2B,PG;TR
UJ;69;307;200;2B,TH350;TR
UJA;81;350;165;4B,MT;TR
UJB;81;350;165;4B,AT;TR
UJC;81;350;165;4B,MT;TR
UJD;81;350;165;4B,AT;TR
UJF;81;350;155;4B,MT;TR
UJH;81;350;155;4B,AT;TR
UJJ;81;350;155;4B,MT;TR
UJK;81;350;155;4B,AT;TR
UJL;81;350;155;4B,AT;TR
UJM;81;350;155;4B,MT;TR
UJR;81;350;155;4B,MT;TR
UJS;81;350;155;4B,AT;TR
UJT;81;350;155;4B,FWD,MT;TR
UJU;81;350;170;4B,MT;TR
UJW;81;350;170;4B,AT;TR
UK;69;307;200;2B,PG;TR
UKA;81;350;145;2B,MT;TR
UKB;81;350;145;2B,MT;TR
UKB;90;350;210;MT,TBI;TR
UKC;90;350;210;MT,TBI;TR
UKR;86;305;150;4B,MT;TR
UL;69;307;200;2B,PG;TR
ULA;86;305;150;4B,MT;TR
ULA;90;305;175;MT,TBI;TR
ULC;86;305;150;4B,MT;TR
ULC;90;305;175;MT,TBI;TR
ULD;86;305;150;4B,MT;TR
ULD;90;305;175;MT,TBI;TR
ULF;86;305;150;4B,MT;TR
ULF;90;305;175;MT,TBI;TR
ULH;90;305;175;MT,TBI;TR
UM;69;307;200;2B,TH;TR
UN;69;307;200;2B,TH;TR
UO;69;307;200;2B,MT;TR
UP;69;307;200;2B,MT;TR
UPA;86;350;165;4B,MT;TR
UPB;86;350;165;4B,MT;TR
UPB;90;350;210;MT,TBI;TR
UPC;86;350;165;4B,MT;TR
UPC;90;350;210;MT,TBI;TR
UPD;86;350;165;4B,MT;TR
UPD;90;350;210;MT,TBI;TR
UPF;86;350;165;4B,MT;TR
UPF;90;350;210;MT,TBI;TR
UPH;86;350;165;4B,MT;TR
UPH;90;350;210;MT,TBI;TR
UPJ;86;350;165;4B,MT;TR
UPJ;90;350;210;MT,TBI;TR
UPK;86;350;165;4B,MT;TR
UPK;90;350;210;MT,TBI;TR
UPL;86;350;165;4B,MT;TR
UPL;90;350;210;MT,TBI;TR
UPM;86;350;165;4B,MT;TR
UPM;90;350;210;MT,TBI;TR
UPN;86;350;165;4B,MT;TR
UPN;90;350;210;MT,TBI;TR
UPP;86;350;165;4B,MT;TR
UPP;90;350;210;MT,TBI;TR
UPS;86;350;165;4B,MT;TR
UPS;90;350;210;MT,TBI;TR
UPT;86;350;165;4B,MT;TR
UPT;90;350;210;MT,TBI;TR
UPU;86;350;165;4B,MT;TR
UPW;86;350;165;4B,MT;TR
UPX;86;350;165;4B,MT;TR
UPY;86;350;165;4B,MT;TR
UPY;90;350;210;MT,TBI;TR
UPZ;90;350;210;MT,TBI;TR
UQ;69;307;200;2B,TH;TR
URA;83;350;165;4B,MT;TR
URB;83;350;165;4B,MT;TR
URC;83;350;165;4B,MT;TR
URD;83;350;165;4B,MT;TR
URF;83;350;165;4B,MT;TR
URH;83;350;165;4B,MT;TR
URJ;83;350;165;4B,MT;TR
URK;83;350;165;4B,MT;TR
URM;83;350;165;4B,MT;TR
URN;83;350;165;4B,MT;TR
URN;86;350;165;4B,MT;TR
URP;86;350;165;4B,MT;TR
URR;86;350;165;4B,MT;TR
URS;86;350;165;4B,MT;TR
URT;86;350;165;4B,MT;TR
URU;86;350;165;4B,MT;TR
URW;86;350;165;4B,MT;TR
URX;86;350;165;4B,MT;TR
URY;86;350;165;4B,MT;TR
URZ;86;350;165;4B,MT;TR
US;79;305;160;4B,TH350;OL
USA;83;350;160;4B,MT;TR
USB;83;350;160;4B,MT;TR
USB;86;350;165;4B,MT;TR
USC;83;350;160;4B,MT;TR
USD;83;350;160;4B,MT;TR
USF;83;350;160;4B,MT;TR
USH;83;350;160;4B,MT;TR
USJ;83;350;160;4B,MT;TR
USJ;87;350;160;4B,MT;TR
USK;83;350;160;4B,MT;TR
USM;83;350;160;4B,MT;TR
USN;83;350;160;4B,MT;TR
USR;83;350;160;4B,MT;TR
USS;83;350;160;4B,MT;TR
UST;83;350;160;4B,MT;TR
USU;83;350;160;4B,MT;TR
USW;83;350;160;4B,MT;TR
USX;83;350;160;4B,MT;TR
USY;83;350;160;4B,MT;TR
USZ;83;350;160;4B,MT;TR
UT;69;307;200;2B,MT;TR
UT;79;305;160;4B,TH350;OL
UTA;77;305;145;2B,MT;TR
UTA;79;305;140;2B,MT;TR
UTA;86;350;160;4B,MT;TR
UTB;77;305;145;2B,AT;TR
UTB;79;305;140;2B,AT;TR
UTB;86;350;160;4B,MT;TR
UTC;77;305;145;2B,MT;TR
UTC;79;305;140;2B,MT;TR
UTC;86;350;160;4B,MT;TR
UTD;77;305;145;2B,AT;TR
UTD;79;305;140;2B,AT;TR
UTF;77;305;145;2B,MT;TR
UTF;80;305;135;2B,MT;TR
UTH;77;305;145;2B,AT;TR
UTH;80;305;135;2B,MT;TR
UTJ;80;305;135;2B,AT;TR
UTL;80;305;135;2B,MT;TR
UTR;78;305;140;2B,MT;TR
UTS;78;305;140;2B,AT;TR
UTT;78;305;145;2B,MT;TR
UTU;78;305;145;2B,AT;TR
UTW;78;305;140;2B,MT;TR
UTX;78;305;140;2B,AT;TR
UU;69;307;200;2B,MT;TR
UUA;83;350;165;4B,MT;TR
UUB;83;350;165;4B,MT;TR
UUC;83;350;165;4B,MT;TR
UUD;83;350;165;4B,MT;TR
UUF;83;350;165;4B,MT;TR
UUH;83;350;165;4B,MT;TR
UUJ;83;350;165;4B,MT;TR
UV;69;307;200;2B,MT;TR
UW;69;307;200;2B,MT;TR
UYA;91;305;175;MT,TBI;TR
UYB;91;305;175;MT,TBI;TR
UYR;79;305;140;2B,MT;TR
UYS;79;305;140;2B,AT;TR
UZA;81;350;165;4B,EX,MT;TR
UZA;91;350;210;4B,MT;TR
UZB;81;350;165;4B,AT,EX;TR
UZB;91;350;210;4B,MT;TR
UZC;81;350;165;4B,EX,MT;TR
UZC;91;350;210;4B,MT;TR
UZD;81;350;165;4B,AT,EX;TR
UZD;91;350;210;4B,MT;TR
UZF;91;350;210;4B,FWD,MT;TR
UZH;91;350;210;4B,MT;TR
UZJ;91;350;210;4B,MT;TR
UZK;91;350;210;4B,MT;TR
UZM;91;350;210;4B,MT;TR
UZN;91;350;210;4B,MT;TR
UZP;91;350;210;4B,MT;TR
VB;69;350;255;4B,MT;TR
VJZ;72;350;175;4B,MT;TR
VR;69;350;255;4B,3S;TR
VS;69;350;255;4B,3S;TR
WA;65;283;175;2B,MT;TR
WA;66;283;175;2B,MT;TR
WA;67;283;175;2B,MT;TR
WA;68;307;200;2B,MT;TR
WA;69;350;255;4B,AIR,TH;TR
WB;67;283;175;2B,MT;TR
WB;68;307;200;2B,MT;TR
WC;66;283;175;2B,TH;TR
WC;67;283;175;2B,TH;TR
WC;68;307;200;2B,3S;TR
WD;67;283;175;2B,MT;TR
WD;68;307;200;2B,MT;TR
WE;65;283;175;2B,PG;TR
WE;66;283;175;2B,PG;TR
WE;67;283;175;2B,PG;TR
WE;68;307;200;2B,PG;TR
WE;69;350;215;2B,AT;TR
WF;66;283;175;2B,AIR,MT;TR
WF;67;283;175;2B,AIR,MT;TR
WF;68;307;200;2B,MT;TR
WF;69;350;215;2B,AT;TR
WG;67;283;175;2B,MT;TR
WG;68;307;200;2B,MT;TR
WH;66;283;175;2B,AIR,PG;TR
WH;67;283;175;2B,AIR,PG;TR
WH;68;307;200;2B,MT;TR
WH;69;350;255;4B,AIR,MT;TR
WI;67;283;175;2B,MT;TR
WI;68;307;200;2B,MT;TR
WI;69;350;255;4B,TH400;TR
WJ;69;350;255;4B,PG;TR
WK;69;350;255;4B,TH;TR
WL;67;283;175;2B,MT;TR
WL;68;307;200;2B,MT;TR
WL;69;350;255;4B,AIR,PG;TR
WM;67;283;175;2B,PG;TR
WM;68;307;200;2B,PG;TR
WM;69;350;255;4B,AIR,TH;TR
WN;68;307;200;2B,MT;TR
WN;69;350;255;4B,AIR,MT;TR
WO;67;283;175;2B,MT;TR
WO;68;307;200;2B,3S;TR
WO;69;350;255;4B,MT;TR
WP;68;307;200;2B,TH400;TR
WP;69;350;255;4B,TH;TR
WQ;68;307;200;2B,PG;TR
WQ;69;350;255;4B,AIR,TH;TR
WR;67;283;175;2B,AIR,TH;TR
WR;68;307;200;2B,PG;TR
WR;69;350;255;4B,PG;TR
WS;69;350;255;4B,TH;TR
WT;69;350;255;4B,MT;TR
WW;67;283;175;2B,PG;TR
WW;68;307;200;2B,PG;TR
WX;69;350;215;2B,MT;TR
WY;69;350;215;2B,AT;TR
WZ;66;366;222;4B,AT;TR
WZ;69;350;255;4B,3S;TR
XA;69;350;255;4B,AIR,MT;TR
XB;69;350;255;4B,MT;TR
XC;69;350;255;4B,PG;TR
XCB;62-
63;327;Replacement
eng
XD;69;350;255;4B,AIR,TH;TR
XE;63;327;300;4B,SV;PA
XE;64;327;300;4B,SV;OTC
XE;68;396;310;4B,AIR,MT;TR
XE;69;350;255;4B,MT;TR
XF;68;396;310;4B,MT;TR
XF;69;350;255;4B,PG;TR
XG;68;396;310;4B,3S;TR
XG;69;350;255;4B,TH;TR
XH;68;396;310;4B,3S;TR
XH;69;350;215;2B,MT;TR
XI;69;350;215;2B,MT;TR
XJ;69;350;215;2B,AT;TR
XK;68;396;275;4B,MT;TR
XK;69;350;215;2B,MT;TR
XL;68;396;275;4B,3S;TR
XM;68;396;275;4B,3S;TR
XN;68;396;275;4B,MT;TR
XN;69;350;215;2B,MT;TR
XO;69;350;255;4B,TH400;TR
XP;69;350;255;4B,MT;TR
XS;69;350;215;2B,MT;TR
XU;69;350;215;2B,AT;TR
XV;69;350;215;2B,MT;TR
XW;69;350;255;4B,MT;TR
XX;69;350;255;4B,MT;TR
XY;69;350;255;4B,TH;TR
XZ;69;350;255;4B,PG;TR
YA;66;366;222;4B,MT;TR
YA;68;327;220;4B,MT;TR
YA;69;366;235;4B,AT;TR
YB;66;366;222;4B,MT;TR
YB;68;307;200;2B,PG;TR
YB;69;366;235;4B,MT;TR
YC;66;327;220;4B,AIR,MT;TR
YC;67;327;220;4B,AIR,MT;TR
YC;68;327;220;4B,MT;TR
YC;69;366;235;4B,MT;TR
YD;66;327;220;4B,AIR,PG;TR
YD;67;327;220;4B,AIR,PG;TR
YD;68;327;220;4B,PG;TR
YD;69;366;235;4B,AT;TR
YG;66;366;222;4B,AT;TR
YH;66;327;220;4B,TH;TR
YH;67;327;220;4B,TH;TR
YH;68;327;220;4B,3S;TR
YH;69;366;235;4B,AT;TR
YI;69;366;235;4B,MT;TR
YJ;67;327;220;4B,AIR,TH;TR
YJ;68;327;220;4B,PG;TR
YJ;69;366;235;4B,AT;TR
YK;68;327;220;4B,3S;TR
YK;69;366;235;4B,MT;TR
YL;68;327;220;4B,MT;TR
YM;65;348;220;4B,MT;TR
YM;67;327;220;4B,MT;TR
YM;68;327;220;4B,TH400;TR
YO;65;348;220;4B,MT;TR
YP;65;348;220;4B,AT;TR
YP;69;396;310;4B,TH400;TR
YQ;65;348;220;4B,MT;TR
YQ;69;396;310;4B,TH400;TR
YR;66;327;220;4B,PG;TR
YR;67;327;220;4B,PG;TR
YR;68;327;220;4B,PG;TR
YR;69;396;310;4B,MT;TR
YS;66;327;220;4B,MT;TR
YS;67;327;220;4B,MT;TR
YS;68;327;220;4B,MT;TR
YS;69;396;310;4B,MT;TR
YT;66;366;222;4B,MT;TR
YT;67;427;260;4B,MT;TR
YT;68;327;220;4B,3S;TR
YT;69;427;260;4B,MT;TR
YU;67;427;260;4B,MT;TR
YU;68;327;220;4B,MT;TR
YU;69;427;260;4B,MT;TR
YV;68;327;220;4B,MT;TR
YV;69;427;260;4B,MT;TR
YW;67;427;260;4B,MT;TR
YX;66;366;222;4B,AT;TR
YX;67;327;220;4B,MT;TR
YX;68;327;220;4B,MT;TR
YZ;66;366;222;4B,MT;TR
ZA;65;327;250;4B,MT;NO
ZA;66;327;275;4B,MT;NO
ZA;67;327;275;4B,MT;NO
ZA;69;350;255;4B,MT;TR
ZAA;79;350;195;4B,4S;CO
ZAB;79;350;195;4B,TH;CO
ZAC;79;350;195;4B,CE,TH;CO
ZAD;79;350;195;4B,HA,TH350;CO
ZAF;79;350;195;4B,4S;CO
ZAH;79;350;195;4B,TH;CO
ZAJ;79;350;195;4B,CE,TH;CO
ZAK;80;350;190;4B,TH;CO
ZAM;80;350;190;4B,4S;CO
ZB;65;327;300;4B,MT;NO
ZB;66;327;275;4B,AIR,MT;NO
ZB;67;327;275;4B,AIR,MT;NO
ZB;69;350;255;4B,MT;TR
ZBA;79;350;225;4B,4S;CO
ZBA;82;350;200;AT,TBI;CO
ZBB;79;350;225;4B,TH;CO
ZBC;80;350;230;4B,TH;CO
ZBC;82;350;200;AT,CE,TBI;CO
ZBD;80;350;230;4B,4S;CO
ZBN;82;350;200;AT,CE,TBI;CO
ZC;66;327;275;4B,AC,AIR,MT;NO
ZC;69;350;255;4B,MT;TR
ZCA;80;305;180;4B,CE,TH;CO
ZD;66;327;275;4B,AIR,PG;NO
ZD;67;327;275;4B,AIR,PG;NO
ZD;69;350;255;4B,PG;TR
ZDA;81;350;190;4B,4S;CO
ZDB;81;350;190;4B,CE,TH;CO
ZDC;81;350;190;4B,4S,CE;CO
ZDD;81;350;190;4B,TH;CO
ZDF;85;350;230;AT,TPI;CO
ZE;65;327;250;4B,AC,MT;NO
ZE;66;327;275;4B,AC,MT;NO
ZE;67;327;275;4B,AC,MT;NO
ZE;69;350;255;4B,MT;TR
ZF;65;327;300;4B,AC,MT;NO
ZF;66;327;275;4B,AC,AIR,PG;NO
ZF;69;350;255;4B,TH;TR
ZFC;84;350;205;AT,TBI;CO
ZFD;84;350;205;4S,TBI;CO
ZFF;84;350;205;AT,CE,TBI;CO
ZFH;84;350;205;EX,TBI;CO
ZFJ;84;350;205;4S,EX,TBI;CO
ZFK;84;350;205;AT,TBI;CO
ZFL;84;350;205;4S,TBI;CO
ZFM;84;350;205;AT,CE,TBI;CO
ZFN;84;350;205;4S,CE,TBI;CO
ZFR;84;350;205;4S,CE,TBI;CO
ZG;66;327;350;4B,4S,AIR;NO
ZG;67;327;350;4B,4S,AC,AIR;NO
ZG;69;350;255;4B,3S;TR
ZH;66;327;350;4B,4S,AC,AIR;NO
ZH;69;350;255;4B,3S;TR
ZI;66;327;350;4B,MT;NO
ZI;67;327;350;4B,MT;NO
ZJ;66;327;350;4B,AC,MT;NO
ZJ;67;327;350;4B,4S,AC;NO
ZJ;69;350;255;4B,TH;TR
ZJB;85;350;230;4S,TPI;CO
ZJC;85;350;230;EX,TPI;CO
ZJH;86;350;235;AH,AT,TPI;CO
ZJJ;85;350;230;AT,OC,TPI;CO
ZJK;85;350;230;AH,AT,TPI;CO
ZJN;87;350;240;AT,TPI;CO
ZJS;86;350;235;AH,AT,OC,TPI;CO
ZJW;86;350;235;AH,MT,OC,TPI;CO
ZK;65;327;250;4B,PG;NO
ZK;66;327;275;4B,PG;NO
ZK;67;327;275;4B,PG;NO
ZKA;86;350;235;AH,MT,TPI;CO
ZKD;86;350;235;AH,AT,EX,TPI;CO
ZL;65;327;300;4B,PG;NO
ZLA;87;350;240;AT,OC,TPI;CO
ZLB;87;350;240;EX,TPI;CO
ZLC;87;350;240;MT,OC,TPI;CO
ZM;65;327;250;4B,AC,PG;NO
ZM;66;327;275;4B,AC,PG;NO
ZM;67;327;275;4B,AC,PG;NO
ZMA;88;350;245;AT,TPI;CO
ZMC;88;350;245;MT,OC,TPI;CO
ZMD;88;350;245;AT,OC,TPI;CO
ZN;65;327;300;4B,AC,PG;NO
ZO;68;307;200;2B,MT;TR
ZP;68;307;200;2B,MT;TR
ZQ;68;307;200;2B,MT;TR
ZRA;89;350;245;MT,OC,TPI;CO
ZRB;89;350;245;AT,TPI;CO
ZRC;89;350;245;AT,OC,TPI;CO
ZS;68;307;200;2B,MT;TR
ZSA;90;350;250;AT,TPI;CO
ZSB;90;350;250;MT,OC,TPI;CO
ZSC;90;350;250;AT,OC,TPI;CO
ZSD;90;350;375;AC,MT,TPI,ZR1;CO
ZSH;90;350;375;EAC,MT,TPI,ZR1;CO
ZTA;91;350;250;AT,TPI;CO
ZTB;91;350;250;MT,OC,TPI;CO
ZTC;91;350;250;AT,OC,TPI;CO
ZTK;91;350;375;MT,TPI,ZR1;CO
ZX;68;307;200;2B,MT;TR
